S/T code,S/T name,LGA_code,LGA name,Males,Male_Percent,Females,Female_Percent,Overall,Overall_Percent
1,New South Wales,14100,Hunters Hill,1369,19.61037101,1803,25.55634302,3172,22.59903106
1,New South Wales,14170,Inner West,11448,12.38036531,14002,14.60732766,25450,13.5138723
1,New South Wales,14220,Inverell,2016,22.4724111,2129,23.42649648,4145,22.95254444
1,New South Wales,14300,Junee,664,17.82071927,637,22.79885469,1301,19.95398773
1,New South Wales,14350,Kempsey,4147,25.9025609,4151,26.87949233,8298,26.38222109
1,New South Wales,14400,Kiama,3085,27.38084672,3442,29.33106093,6527,28.37579341
1,New South Wales,14500,Ku-ring-gai,11089,18.01741787,13347,20.39671745,24436,19.24352079
1,New South Wales,14550,Kyogle,1388,29.33840626,1286,27.14798396,2674,28.24250106
1,New South Wales,14600,Lachlan,666,21.49080348,651,21.35826772,1317,21.42508541
1,New South Wales,14650,Lake Macquarie,21940,20.30165633,25733,23.14555806,47673,21.74377078
1,New South Wales,14700,Lane Cove,2698,13.21901029,3284,15.53526657,5982,14.39745842
1,New South Wales,14750,Leeton,999,17.64082642,1093,18.94937587,2092,18.30111101
1,New South Wales,14850,Lismore,4420,20.27895027,4901,22.16543802,9321,21.22896121
1,New South Wales,14870,Lithgow,2548,24.25973531,2650,25.92701301,5198,25.0820305
1,New South Wales,14900,Liverpool,13575,10.97022886,15108,12.19094958,28683,11.58104267
1,New South Wales,14920,Liverpool Plains,964,24.73063109,964,25.57707615,1928,25.14673275
1,New South Wales,14950,Lockhart,439,25.73270809,392,23.19526627,831,24.46996466
1,New South Wales,15050,Maitland,6794,14.4166702,7987,16.35641293,14781,15.40377461
1,New South Wales,15240,Mid-Coast,16026,33.25931306,16905,33.99766712,32931,33.63429307
1,New South Wales,15270,Mid-Western,2619,19.91029345,2752,21.55557296,5371,20.72065121
1,New South Wales,15300,Moree Plains,1077,16.55140618,1076,16.90229343,2153,16.72492814
1,New South Wales,15350,Mosman,2742,20.34728406,3565,22.85989099,6307,21.69516013
1,New South Wales,15520,Murray River,1971,29.55022489,1934,29.05649038,3905,29.30361699
1,New South Wales,15560,Murrumbidgee,421,22.26335272,373,21.73659674,794,22.01275298
1,New South Wales,15650,Muswellbrook,1246,14.32348546,1337,16.54907786,2583,15.39516033
1,New South Wales,15700,Nambucca Valley,3143,30.84396467,3203,30.26266062,6346,30.54780013
1,New South Wales,15750,Narrabri,1292,19.68611915,1268,20.48134389,2560,20.07213423
1,New South Wales,15800,Narrandera,667,23.40350877,677,23.82125264,1344,23.61208714
1,New South Wales,15850,Narromine,689,21.10906863,704,22.14532872,1393,21.62036318
1,New South Wales,15900,Newcastle,13034,15.02790204,15595,17.81023732,28629,16.42569452
1,New South Wales,15950,North Sydney,5442,15.94772008,6722,17.74082871,12164,16.89116005
1,New South Wales,15990,Northern Beaches,22141,16.79638902,26181,19.2364494,48322,18.03591357
1,New South Wales,16100,Oberon,707,24.08038147,692,25.97597598,1399,24.98214286
1,New South Wales,16150,Orange,3601,16.62511542,4327,19.159582,7928,17.91881385
1,New South Wales,16200,Parkes,1424,19.81355225,1537,21.74282077,2961,20.77020202
1,New South Wales,16260,Parramatta,15763,11.60973382,18166,13.62065217,33929,12.60621598
1,New South Wales,16350,Penrith,13732,12.28012126,16001,14.20291141,29733,13.24510097
1,New South Wales,16380,Port Macquarie-Hastings,12283,28.20760133,13707,29.76482595,25990,29.00799143
1,New South Wales,16400,Port Stephens,9823,25.43171521,10578,27.03780385,20401,26.23990328
1,New South Wales,16490,Queanbeyan-Palerang,4368,13.13486694,4438,13.81951797,8806,13.47121724
1,New South Wales,16550,Randwick,9341,13.38482261,11275,15.64842059,20616,14.53468697
1,New South Wales,16610,Richmond Valley,2874,24.36832288,3029,25.43027454,5903,24.90191943
1,New South Wales,16700,Ryde,8972,13.39924431,11097,16.13944762,20069,14.78749742
1,New South Wales,16900,Shellharbour,6852,17.44399185,7713,19.06421474,14565,18.26607138
1,New South Wales,16950,Shoalhaven,14939,27.20039329,15937,28.99059538,30876,28.09590973
1,New South Wales,17000,Singleton,1891,14.37476245,1906,15.65245955,3797,14.98894679
1,New South Wales,17040,Snowy Monaro,2273,19.83247535,2121,19.87630025,4394,19.85360564
1,New South Wales,17080,Snowy Valleys,1787,23.75697953,1794,24.20072845,3581,23.97723468
1,New South Wales,17100,Strathfield,2621,10.58006701,3044,13.20550085,5665,11.8455169
1,New South Wales,17150,Sutherland,20390,17.63825572,24026,20.11756037,44416,18.89809343
1,New South Wales,17200,Sydney,10573,8.696474691,10472,9.56277167,21045,9.106999126
1,New South Wales,17310,Tamworth,5972,18.48344166,6854,20.81005587,12826,19.65791006
